Root,Word,Count
أتي,واتيتم,2
أتي,فـاتوهن,2
أتي,واتوهن,1
أتي,اتين,1
أتي,فـاتوهم,1
أتي,ويؤت,2
أتي,يؤتون,4
أتي,واتينهم,4
أتي,لاتينهم,2
أتي,نؤتيه,2
أتي,ولتات,1
أتي,تؤتونهن,1
أتي,ويات,3
أتي,يؤتيهم,2
أتي,والمؤتون,1
أتي,سنؤتيهم,1
أتي,واتىكم,2
أتي,ياتوك,4
أتي,تؤتوه,1
أتي,واتينه,9
أتي,اتىكم,9
أتي,ويؤتون,5
أتي,ياتوا,5
أتي,تاتيهم,16
أتي,فتاتيهم,1
أتي,اتتكم,1
أتي,ائتنا,4
أتي,اتينها,1
أتي,نؤتى,1
أتي,لات,2
أتي,فـاتهم,1
أتي,فاتنا,3
أتي,اتاتون,3
أتي,لتاتون,4
أتي,تاتنا,1
أتي,اتيتك,1
أتي,ياتهم,3
أتي,اتينه,5
أتي,تاتيكم,2
أتي,اتيتنا,1
أتي,اتىهما,2
أتي,تاتهم,2
أتي,يؤتكم,4
أتي,ياتون,4
أتي,سيؤتينا,1
أتي,اتتهم,1
أتي,اتىنا,2
أتي,اتوك,1
أتي,ائت,2
أتي,اتىها,4
أتي,ائتونى,5
أتي,واتىنى,2
أتي,ياتيه,4
أتي,اتيهم,1
أتي,واتت,1
أتي,ياتيكما,2
أتي,تاتونى,1
أتي,تؤتون,1
أتي,لتاتننى,1
أتي,اتوه,2
أتي,ياتينى,2
أتي,واتونى,2
أتي,اتيتنى,1
أتي,ناتى,2
أتي,فاتونا,1
أتي,ناتيكم,1
أتي,وياتيه,1
أتي,واتينك,1
أتي,لاتية,2
أتي,اتينك,2
أتي,ياتيك,1
أتي,اتى,7
أتي,فاتى,1
أتي,واتىهم,2
أتي,وايتائ,1
أتي,تاتى,3
أتي,ياتيها,1
أتي,وات,1
أتي,فلياتكم,1
أتي,اتت,2
أتي,يؤتين,1
أتي,اتيا,1
أتي,اتونى,2
أتي,فاتت,1
أتي,اتىنى,1
أتي,ياتوننا,1
أتي,ياتك,1
أتي,ماتيا,1
أتي,لاوتين,1
أتي,وياتينا,1
أتي,اتيه,1
أتي,اتىك,7
أتي,اتيكم,4
أتي,اتية,2
أتي,اوتيت,1
أتي,فاتياه,1
أتي,فلناتينك,1
أتي,ائتوا,2
أتي,ياته,1
أتي,اتتك,1
أتي,افتاتون,1
أتي,فلياتنا,1
أتي,وايتا,2
أتي,يؤتوا,1
أتي,واتوهم,2
أتي,ياتونك,1
أتي,فسياتيهم,1
أتي,فاتيا,1
أتي,فياتيهم,1
أتي,سـاتيكم,1
أتي,واوتينا,2
أتي,لياتينى,1
أتي,واوتيت,1
أتي,اتىن,1
أتي,فلناتينهم,1
أتي,ياتونى,1
أتي,اتيك,2
أتي,اوتيته,2
أتي,وتاتون,1
أتي,ولياتينهم,1
أتي,فـات,1
أتي,لاتينا,1
أتي,لاتوها,1
أتي,نؤتها,1
أتي,واتين,1
أتي,اتيتهن,1
أتي,اتهم,1
أتي,لتاتينكم,1
أتي,تاتوننا,1
أتي,واتينهما,1
أتي,فاتىهم,2
أتي,ائتيا,1
أتي,فسيؤتيه,1
أتي,فلياتوا,2
أتي,فليات,1
أتي,فـاتينا,1
أتي,فـاتوا,1
أتي,اوت,1
أتي,فتاتون,1
أتي,ويؤتوا,1
سور,بسورة,2
سور,سورة,7
سور,سور,1
سور,اساور,4
سور,تسوروا,1
سور,اسورة,1
سور,بسور,1
دعو,وادعوا,5
دعو,فادع,2
دعو,ادع,6
دعو,دعا,9
دعو,دعوة,4
دعو,الداع,3
دعو,دعان,1
دعو,يدعون,26
دعو,يدعوا,8
دعو,ادعهن,1
دعو,دعوا,10
دعو,الدعا,5
دعو,ندع,1
دعو,يدعوكم,4
دعو,تدعون,20
دعو,تدعونه,1
دعو,اندعوا,1
دعو,يدعونه,1
دعو,دعوىهم,4
دعو,وادعوه,2
دعو,ادعوا,11
دعو,فادعوه,2
دعو,تدعوهم,4
دعو,ادعوتموهم,1
دعو,فادعوهم,1
دعو,دعاكم,3
دعو,دعانا,2
دعو,يدعنا,1
دعو,دعوتكما,1
دعو,تدع,4
دعو,تدعونا,2
دعو,يدعوننى,1
دعو,تدعوننا,1
دعو,دعوتكم,1
دعو,دعوتك,1
دعو,ندعوا,4
دعو,ويدع,1
دعو,دعاه,2
دعو,تدعوا,4
دعو,فدعوهم,2
دعو,تدعهم,1
دعو,بدعائك,1
دعو,بدعا,1
دعو,الداعى,1
دعو,ويدعوننا,1
دعو,وادع,2
دعو,لتدعوهم,1
دعو,يدع,2
دعو,كدعا,1
دعو,دعاؤكم,1
دعو,يدعوك,1
دعو,يدعوهم,1
دعو,ادعياكم,1
دعو,ادعوهم,1
دعو,ادعيائهم,1
دعو,وداعيا,1
دعو,دعيتم,1
دعو,اتدعون,1
دعو,دعى,1
دعو,فادعوا,2
دعو,وليدع,1
دعو,ادعوكم,2
دعو,وتدعوننى,1
دعو,تدعوننى,2
دعو,دعؤا,1
دعو,ادعونى,1
دعو,فدعا,2
دعو,تدعى,1
دعو,دعائهم,1
دعو,داعى,2
دعو,وتدعوا,1
دعو,ستدعون,1
دعو,ندعوه,1
دعو,يدعى,1
دعو,ويدعون,1
دعو,دعوت,1
دعو,دعاى,1
دعو,دعوتهم,2
دعو,يدعوه,1
دعو,فليدع,1
دعو,سندع,1
شهد,شهداكم,2
شهد,تشهدون,3
شهد,شهدا,15
شهد,شهدة,5
شهد,شهيدا,20
شهد,شهد,4
شهد,ويشهد,1
شهد,واستشهدوا,1
شهد,شهيدين,1
شهد,الشهدا,2
شهد,للشهدة,1
شهد,واشهدوا,3
شهد,شهيد,12
شهد,الشهدة,2
شهد,واشهد,2
شهد,الشهدين,6
شهد,اشهدوا,2
شهد,فاشهدوا,2
شهد,وشهدوا,3
شهد,فاستشهدوا,1
شهد,شهدوا,2
شهد,بشهيد,1
شهد,والشهدا,3
شهد,يشهد,5
شهد,يشهدون,4
شهد,لشهدتنا,1
شهد,شهدتهما,1
شهد,بالشهدة,1
شهد,لتشهدون,1
شهد,اشهد,2
شهد,والشهدة,10
شهد,شهدنا,4
شهد,تشهد,3
شهد,واشهدهم,1
شهد,شهدين,2
شهد,شهودا,2
شهد,شاهد,3
شهد,الاشهد,2
شهد,مشهود,1
شهد,وشهد,2
شهد,مشهودا,1
شهد,اشهدتهم,1
شهد,مشهد,1
شهد,ليشهدوا,1
شهد,وليشهد,1
شهد,فشهدة,1
شهد,شهدت,2
شهد,بالشهدا,1
شهد,وتشهد,1
شهد,شهدون,1
شهد,شهدتم,1
شهد,شهدتهم,1
شهد,وشهيد,1
شهد,نشهد,1
شهد,بشهدتهم,1
شهد,يشهده,1
شهد,وشاهد,1
شهد,ومشهود,1
شهد,شهود,1
شهد,لشهيد,1
دون,دون,91
دون,دونكم,1
دون,دونه,38
دون,ودون,1
دون,دونهم,4
دون,دونك,2
دون,دونى,3
دون,دونها,1
دون,دونهما,2
دون,دوننا,1
صدق,صدقين,31
صدق,مصدقا,10
صدق,مصدق,5
صدق,صدقوا,5
صدق,صدقة,4
صدق,صدقتكم,1
صدق,الصدقت,6
صدق,تصدقوا,1
صدق,والصدقين,2
صدق,مصدقۢا,1
صدق,ومصدقا,2
صدق,صدق,11
صدق,صدقكم,1
صدق,صدقتهن,1
صدق,والصديقين,1
صدق,اصدق,2
صدق,يصدقوا,1
صدق,بصدقة,1
صدق,تصدق,1
صدق,صديقة,1
صدق,صدقتنا,1
صدق,الصدقين,17
صدق,صدقهم,2
صدق,صدقا,1
صدق,لصدقون,4
صدق,لنصدقن,1
صدق,تصديق,2
صدق,فصدقت,1
صدق,الصديق,1
صدق,وتصدق,1
صدق,المتصدقين,1
صدق,صديقا,2
صدق,صادق,1
صدق,صدقنهم,1
صدق,صديقكم,1
صدق,صديق,1
صدق,اصدقت,1
صدق,يصدقنى,1
صدق,وصدق,5
صدق,بصدقهم,1
صدق,والصدقت,1
صدق,والمتصدقين,1
صدق,والمتصدقت,1
صدق,المصدقين,2
صدق,صدقت,2
صدق,بالصدق,2
صدق,صدقنا,1
صدق,صادقا,1
صدق,الصدق,1
صدق,الصدقون,2
صدق,لصادق,1
صدق,تصدقون,1
صدق,والمصدقت,1
صدق,الصديقون,1
صدق,فاصدق,1
صدق,وصدقت,1
صدق,يصدقون,1
فعل,تفعلوا,9
فعل,فافعلوا,1
فعل,يفعلون,13
فعل,يفعل,17
فعل,فعلن,2
فعل,يفعلوا,2
فعل,فعلوا,4
فعل,مفعولا,6
فعل,فعلوه,5
فعل,تفعل,1
فعل,فعل,9
فعل,تفعلوه,1
فعل,فعلت,3
فعل,نفعل,3
فعل,فعال,2
فعل,فعلين,6
فعل,لفعلون,1
فعل,فعلتم,2
فعل,ويفعل,1
فعل,فعلنا,1
فعل,ويفعلون,2
فعل,تفعلون,6
فعل,لمفعولا,1
فعل,فاعل,1
فعل,فعلته,1
فعل,فعله,1
فعل,وافعلوا,1
فعل,فعلون,1
فعل,وفعلت,1
فعل,فعلتك,1
فعل,فعلتها,1
فعل,افعل,1
فعل,يفعله,1
حجر,والحجارة,2
حجر,الحجر,3
حجر,كالحجارة,1
حجر,الحجارة,1
حجر,حجوركم,1
حجر,حجر,2
حجر,حجارة,5
حجر,حجرا,1
حجر,محجورا,2
حجر,وحجرا,1
حجر,الحجرت,1
حجر,بحجارة,1
عدد,اعدت,4
عدد,معدودة,3
عدد,معدودت,3
عدد,فعدة,2
عدد,العدة,2
عدد,واعد,7
عدد,اعد,7
عدد,واعدوا,1
عدد,عدة,4
عدد,لاعدوا,1
عدد,عدد,3
عدد,معدود,1
عدد,تعدوا,2
عدد,عددا,3
عدد,بعدتهم,1
عدد,نعد,1
عدد,عدا,2
عدد,وعدهم,1
عدد,تعدون,2
عدد,العادين,1
عدد,تعتدونها,1
عدد,نعدهم,1
عدد,لعدتهن,1
عدد,فعدتهن,1
عدد,عدتهم,1
عدد,وعدده,1
بشر,وبشر,11
بشر,وبشرى,5
بشر,بشيرا,4
بشر,بشروهن,1
بشر,تبشروهن,1
بشر,مبشرين,4
بشر,فبشرهم,3
بشر,يبشرك,2
بشر,بشر,20
بشر,لبشر,4
بشر,بشرى,3
بشر,ويستبشرون,1
بشر,يستبشرون,5
بشر,بشير,2
بشر,بشرا,12
بشر,وبشير,2
بشر,يبشرهم,1
بشر,فاستبشروا,1
بشر,البشرى,3
بشر,بالبشرى,2
بشر,فبشرنها,1
بشر,يبشرى,1
بشر,البشير,1
بشر,نبشرك,2
بشر,ابشرتمونى,1
بشر,تبشرون,1
بشر,بشرنك,1
بشر,ويبشر,2
بشر,مبشرا,2
بشر,البشر,2
بشر,لتبشر,1
بشر,لبشرين,1
بشر,مبشرت,1
بشر,فبشره,3
بشر,ومبشرا,3
بشر,فبشرنه,1
بشر,وبشرنه,1
بشر,فبشر,1
بشر,وابشروا,1
بشر,يبشر,1
بشر,وبشروه,1
بشر,ابشرا,1
بشر,بشرىكم,1
بشر,ابشر,1
بشر,للبشر,3
بشر,مستبشرة,1
عمل,وعملوا,53
عمل,وعمل,11
عمل,تعملون,83
عمل,يعملون,56
عمل,اعملنا,3
عمل,اعملكم,9
عمل,اعملهم,27
عمل,عملت,5
عمل,العملين,3
عمل,عمل,19
عمل,يعمل,10
عمل,عمله,4
عمل,عملهم,2
عمل,عملوا,20
عمل,اعملوا,7
عمل,عامل,1
عمل,فنعمل,1
عمل,نعمل,5
عمل,والعملين,1
عمل,عملكم,3
عمل,عملا,8
عمل,عملى,1
عمل,اعمل,6
عمل,عملون,3
عمل,اعملا,1
عمل,فليعمل,2
عمل,تعمل,1
عمل,ويعملون,1
عمل,واعملوا,2
عمل,لعملكم,1
عمل,وتعمل,1
عمل,والعمل,1
عمل,عملته,1
عمل,العملون,1
عمل,عملك,1
عمل,فاعمل,1
عمل,عملتم,1
عمل,ويعمل,2
عمل,وعمله,1
عمل,عاملة,1
جنن,جنت,62
جنن,الجنة,56
جنن,جنةۭ,1
جنن,جنة,17
جنن,وجنة,2
جنن,وجنت,7
جنن,جن,1
جنن,الجن,19
جنن,والجن,3
جنن,لمجنون,3
جنن,والجان,1
جنن,جنتين,2
جنن,الجنتين,2
جنن,جنته,1
جنن,جنتك,2
جنن,جان,5
جنن,جنتان,3
جنن,بجنتيهم,1
جنن,مجنون,6
جنن,بالجنة,1
جنن,الجنات,1
جنن,اجنة,1
جنن,الجان,1
جنن,بمجنون,2
جنن,جنتى,1
جري,تجرى,48
جري,وجرين,1
جري,مجر۪ىها,1
جري,يجرى,4
جري,لتجرى,2
جري,ولتجرى,1
جري,الجوار,3
جري,فالجريت,1
جري,تجريان,1
جري,الجارية,1
جري,جارية,1
تحت,تحتها,36
تحت,تحت,7
تحت,تحتهم,5
تحت,تحته,1
تحت,تحتك,1
تحت,تحتى,1
نهر,الانهر,43
نهر,والنهار,26
نهر,بنهر,1
نهر,النهار,25
نهر,بالنهار,2
نهر,نهارا,2
نهر,وانهرا,2
نهر,تنهرهما,1
نهر,نهرا,1
نهر,انهرا,2
نهر,نهارۭ,1
نهر,انهر,1
نهر,وانهر,3
نهر,ونهر,1
نهر,ونهارا,1
نهر,تنهر,1
شبه,متشبها,3
شبه,تشبه,2
شبه,تشبهت,1
شبه,متشبهت,1
شبه,شبه,1
شبه,مشتبها,1
شبه,متشبه,2
شبه,فتشبه,1
زوج,ازوج,7
زوج,وزوجك,2
زوج,وزوجه,1
زوج,زوجا,1
زوج,ازوجهن,1
زوج,ازوجا,14
زوج,لازوجهم,1
زوج,وازوج,1
زوج,زوجها,4
زوج,ازوجكم,6
زوج,زوج,4
زوج,ازوجنا,2
زوج,وازوجكم,2
زوج,زوجين,4
زوج,وازوجهم,4
زوج,ولزوجك,1
زوج,زوجه,1
زوج,زوجۭ,2
زوج,ازوجهم,5
زوج,وازوجه,1
زوج,لازوجك,2
زوج,زوجك,1
زوج,زوجنكها,1
زوج,ازوجك,2
زوج,ازوجه,2
زوج,الازوج,2
زوج,يزوجهم,1
زوج,وزوجنهم,2
زوج,الزوجين,2
زوج,زوجان,1
زوج,زوجت,1
طهر,مطهرة,4
طهر,طهرا,1
طهر,يطهرن,1
طهر,تطهرن,1
طهر,المتطهرين,1
طهر,واطهر,2
طهر,وطهرك,1
طهر,ومطهرك,1
طهر,فاطهروا,1
طهر,ليطهركم,2
طهر,يطهر,1
طهر,يتطهرون,2
طهر,تطهرهم,1
طهر,يتطهروا,1
طهر,المطهرين,1
طهر,اطهر,2
طهر,وطهر,1
طهر,طهورا,2
طهر,ويطهركم,1
طهر,تطهيرا,1
طهر,المطهرون,1
طهر,فطهر,1
طهر,مطهرةۭ,1
خلد,خلدون,24
خلد,خلدين,44
خلد,خلدا,3
خلد,الخلدين,1
خلد,اخلد,1
خلد,الخلد,6
خلد,الخلدون,1
خلد,ويخلد,1
خلد,تخلدون,1
خلد,خلد,1
خلد,الخلود,1
خلد,مخلدون,2
خلد,اخلده,1
حيي,يستحى,2
حيي,فاحيكم,1
حيي,يحييكم,5
حيي,ويستحيون,3
حيي,يحى,18
حيي,الحيوة,63
حيي,حيوة,4
حيي,احيا,5
حيي,فاحيا,4
حيي,احيهم,1
حيي,الحى,12
حيي,احى,1
حيي,تحى,1
حيي,بيحيى,1
حيي,واحى,1
حيي,حييتم,1
حيي,بتحية,1
حيي,فحيوا,1
حيي,احياها,2
حيي,حياتنا,3
حيي,ويحيى,2
حيي,فاحيينه,1
حيي,ومحياى,1
حيي,تحيون,1
حيي,ونستحى,1
حيي,حى,2
حيي,بالحيوة,3
حيي,وتحيتهم,1
حيي,تحيتهم,2
حيي,نحى,3
حيي,فلنحيينه,1
حيي,يحيى,4
حيي,ييحيى,1
حيي,حيا,5
حيي,حية,1
حيي,للحى,1
حيي,احياكم,1
حيي,ونحيا,2
حيي,تحية,2
حيي,لنحى,1
حيي,يحيين,1
حيي,ويستحى,1
حيي,استحيا,1
حيي,الحيوان,1
حيي,ويحى,1
حيي,فيحى,1
حيي,لمحى,2
حيي,فيستحى,1
حيي,فاحيينا,1
حيي,الاحيا,1
حيي,احيينها,1
حيي,يحييها,1
حيي,واحييتنا,1
حيي,واستحيوا,1
حيي,محياهم,1
حيي,حياتكم,1
حيي,واحيينا,1
حيي,واحيا,1
حيي,حيوك,1
حيي,يحيك,1
حيي,والحيوة,1
حيي,لحياتى,1
ضرب,يضرب,4
ضرب,اضرب,3
ضرب,وضربت,2
ضرب,اضربوه,1
ضرب,ضربا,1
ضرب,ضربت,1
ضرب,ضربوا,3
ضرب,واضربوهن,1
ضرب,ضربتم,3
ضرب,فاضربوا,1
ضرب,واضربوا,1
ضرب,يضربون,3
ضرب,ضرب,8
ضرب,ويضرب,2
ضرب,وضربنا,1
ضرب,تضربوا,1
ضرب,وضرب,4
ضرب,فضربنا,1
ضرب,واضرب,3
ضرب,فاضرب,2
ضرب,وليضربن,1
ضرب,يضربن,1
ضرب,ضربنا,3
ضرب,نضربها,2
ضرب,ضربۢا,1
ضرب,افنضرب,1
ضرب,ضربوه,1
ضرب,فضرب,2
بعض,بعوضة,1
بعض,بعضكم,20
بعض,لبعض,9
بعض,ببعضها,1
بعض,بعضهم,33
بعض,بعض,61
بعض,ببعض,15
بعض,بعضا,8
بعض,بعضها,3
بعض,بعضنا,3
بعض,بعضۢا,1
بعض,بعضه,3
فوق,فوقها,3
فوق,فوقكم,6
فوق,فوقهم,13
فوق,فوق,15
فوق,افاق,1
فوق,وفوق,1
فوق,فوقه,2
فوق,فواق,1
فوق,فوقهن,1
حقق,الحق,109
حقق,بالحق,74
حقق,حق,34
حقق,للحق,7
حقق,حقا,17
حقق,احق,11
حقق,استحقا,1
حقق,استحق,1
حقق,بحق,1
حقق,حقه,3
حقق,حقيق,1
حقق,يحق,1
حقق,ليحق,1
حقق,حقت,5
حقق,لحق,4
حقق,ويحق,3
حقق,فحق,4
حقق,وبالحق,2
حقق,فالحق,1
حقق,والحق,1
حقق,وحق,1
حقق,الحاقة,3
حقق,وحقت,2
رود,اراد,18
رود,تريدون,5
رود,يريد,38
رود,ارادوا,4
رود,ارادا,1
رود,اردتم,3
رود,يرد,8
رود,ويريد,3
رود,يريدا,1
رود,ويريدون,3
رود,يريدون,13
رود,اردنا,4
رود,اتريدون,2
رود,اريد,8
رود,نريد,4
رود,يريدوا,2
رود,يردك,1
رود,اردت,1
رود,ورودته,1
رود,رودتنى,1
رود,ترود,1
رود,رودته,2
رود,رودتن,1
رود,سنرود,1
رود,اردنه,1
رود,فاراد,2
رود,تريد,3
رود,فاردت,1
رود,فاردنا,1
رود,يريدان,1
رود,وارادوا,1
رود,اردن,1
رود,ونريد,1
رود,اتريد,1
رود,تردن,2
رود,يردن,1
رود,فارادوا,1
رود,يراد,1
رود,ارادنى,2
رود,رودوه,1
رود,رويدا,1
كثر,كثيرا,46
كثر,اكثرهم,38
كثر,كثير,10
كثر,اكثر,31
كثر,كثيرة,11
كثر,واكثرهم,6
كثر,كثر,1
كثر,اكثركم,2
كثر,وكثير,6
كثر,كثرة,1
كثر,استكثرتم,1
كثر,لكثير,1
كثر,فكثركم,1
كثر,لاكثرهم,1
كثر,لاستكثرت,1
كثر,كثرت,1
كثر,كثرتكم,1
كثر,واكثر,2
كثر,فاكثرت,1
كثر,وتكاثر,1
كثر,تستكثر,1
كثر,فاكثروا,1
كثر,التكاثر,1
كثر,الكوثر,1
فسق,الفسقين,11
فسق,يفسقون,5
فسق,الفسقون,9
فسق,فسوق,1
فسق,فسوقۢ,1
فسق,فسق,1
فسق,لفسقون,1
فسق,فسقون,7
فسق,لفسق,1
فسق,فسقا,1
فسق,لفسقين,1
فسق,فسقين,6
فسق,فسقوا,2
فسق,ففسقوا,1
فسق,ففسق,1
فسق,فاسقا,1
فسق,تفسقون,1
فسق,فاسقۢ,1
فسق,والفسوق,1
فسق,الفسوق,1
نقض,ينقضون,4
نقض,نقضهم,2
نقض,تنقضوا,1
نقض,نقضت,1
نقض,انقض,1
عهد,عهد,10
عهد,بعهدى,1
عهد,بعهدكم,1
عهد,عهدا,4
عهد,عهده,1
عهد,عهدوا,4
عهد,عهدى,1
عهد,وعهدنا,1
عهد,بعهدهم,1
عهد,بعهده,2
عهد,بعهد,4
عهد,وبعهد,1
عهد,عهدت,1
عهد,عهدهم,3
عهد,عهدتم,4
عهد,بالعهد,1
عهد,العهد,2
عهد,عهدنا,1
عهد,وعهدهم,2
عهد,اعهد,1
بعد,بعد,147
بعد,بعده,21
بعد,بعدى,4
بعد,بعيد,14
بعد,بعدما,3
بعد,بعدهم,17
بعد,بعيدا,6
بعد,بعدكم,1
بعد,بعدها,6
بعد,بعدت,2
بعد,بعدا,4
بعد,ببعيد,2
بعد,البعيد,3
بعد,بعدك,1
بعد,مبعدون,1
بعد,فبعدا,2
بعد,بعدهن,1
وثق,ميثقه,2
وثق,ميثقكم,4
وثق,ميثق,9
وثق,الوثقى,2
وثق,ميثقا,3
وثق,بميثقهم,1
وثق,ميثقهم,4
وثق,وميثقه,1
وثق,واثقكم,1
وثق,موثقا,2
وثق,موثقهم,1
وثق,الميثق,1
وثق,الوثاق,1
وثق,يوثق,1
وثق,وثاقه,1
قطع,ويقطعون,2
قطع,وتقطعت,1
قطع,ليقطع,2
قطع,تقطع,3
قطع,فاقطعوا,1
قطع,فقطع,2
قطع,وقطعنا,1
قطع,لاقطعن,2
قطع,وقطعنهم,2
قطع,ويقطع,1
قطع,يقطعون,1
قطع,قطعا,1
قطع,بقطع,2
قطع,وقطعن,1
قطع,قطعن,1
قطع,قطع,1
قطع,قطعت,2
قطع,مقطوع,1
قطع,فلاقطعن,1
قطع,وتقطعوا,2
قطع,فتقطعوا,1
قطع,قاطعة,1
قطع,وتقطعون,1
قطع,مقطوعة,1
قطع,قطعتم,1
قطع,لقطعنا,1
أمر,امر,41
أمر,اتامرون,1
أمر,يامركم,5
أمر,تؤمرون,2
أمر,بامره,12
أمر,امرا,18
أمر,الامر,32
أمر,الامور,13
أمر,امركم,4
أمر,ويامركم,1
أمر,وامره,1
أمر,يامرون,3
أمر,ايامركم,1
أمر,ويامرون,4
أمر,تامرون,3
أمر,امرنا,16
أمر,امروا,3
أمر,ولامرنهم,2
أمر,امره,11
أمر,امرتنى,1
أمر,امرت,7
أمر,وامرنا,1
أمر,امرهم,12
أمر,امرتك,1
أمر,يامر,5
أمر,والامر,3
أمر,وامر,4
أمر,يامرهم,1
أمر,لامر,1
أمر,الامرون,1
أمر,وامرت,6
أمر,تامرك,1
أمر,بامرهم,1
أمر,لامارة,1
أمر,تؤمر,2
أمر,يؤمرون,2
أمر,امرى,8
أمر,بامر,2
أمر,بامرنا,2
أمر,وامروا,1
أمر,امرتهم,1
أمر,تامرنا,1
أمر,تامرين,1
أمر,ياتمرون,1
أمر,تامروننا,1
أمر,تامرونى,1
أمر,امرها,3
أمر,وامرهم,1
أمر,تامرهم,1
أمر,واتمروا,1
وصل,يوصل,3
وصل,يصلون,3
وصل,وصيلة,1
وصل,يصل,2
وصل,تصل,1
وصل,يصلوا,1
وصل,وصلنا,1
خسر,الخسرون,11
خسر,الخسرين,13
خسر,خسرين,5
خسر,خسر,6
خسر,خسرانا,1
خسر,خسروا,8
خسر,لخسرون,3
خسر,الاخسرون,2
خسر,تخسير,1
خسر,خسارا,3
خسر,بالاخسرين,1
خسر,الاخسرين,1
خسر,الخسران,2
خسر,المخسرين,1
خسر,وخسر,2
خسر,يخسر,1
خسر,تخسروا,1
خسر,خسرا,1
خسر,خاسرة,1
خسر,يخسرون,1
كيف,كيف,62
كيف,فكيف,16
كيف,وكيف,5
جمع,جميعا,48
جمع,اجمعين,23
جمع,جامع,3
جمع,جمعنهم,1
جمع,الجمعان,4
جمع,يجمعون,3
جمع,جمعوا,1
جمع,تجمعوا,1
جمع,ليجمعنكم,2
جمع,يجمع,3
جمع,لجمعهم,1
جمع,جمعكم,1
جمع,فاجمعوا,2
جمع,مجموع,1
جمع,واجمعوا,1
جمع,اجمعوا,1
جمع,اجمعون,3
جمع,اجتمعت,1
جمع,مجمع,2
جمع,فجمعنهم,1
جمع,جمعا,3
جمع,فجمع,2
جمع,جميعۢا,1
جمع,اجتمعوا,1
جمع,مجتمعون,1
جمع,لجميع,1
جمع,جميع,3
جمع,الجمع,3
جمع,جمعهم,1
جمع,يجمعكم,2
جمع,لمجموعون,1
جمع,الجمعة,1
جمع,وجمع,2
جمع,نجمع,1
جمع,جمعه,1
جمع,جمعنكم,1
جمع,جمع,1
سبع,سبع,14
سبع,وسبعة,1
سبع,السبع,3
سبع,سبعين,2
سبع,وسبع,2
سبع,سبعة,3
سبع,سبعا,2
سبع,سبعون,1
خلف,خليفة,2
خلف,خلفها,1
خلف,يخلف,6
خلف,يختلفون,10
خلف,واختلف,4
خلف,اختلفوا,9
خلف,اختلف,4
خلف,خلفهم,12
خلف,تختلفون,6
خلف,واختلفوا,1
خلف,تخلف,1
خلف,اختلفا,1
خلف,خلف,7
خلف,ويستخلف,2
خلف,مختلفا,4
خلف,خلئف,4
خلف,خلفا,3
خلف,ويستخلفكم,1
خلف,اخلفنى,1
خلف,خلفتمونى,1
خلف,فخلف,2
خلف,لاختلفتم,1
خلف,اخلفوا,1
خلف,المخلفون,3
خلف,الخلفين,1
خلف,الخوالف,2
خلف,خلفوا,1
خلف,يتخلفوا,1
خلف,فاختلفوا,1
خلف,خلفك,2
خلف,اخالفكم,1
خلف,فاختلف,4
خلف,مختلفين,1
خلف,خلفه,4
خلف,فاخلفتكم,1
خلف,مخلف,1
خلف,مختلف,4
خلف,خلفنا,1
خلف,نخلفه,1
خلف,فاخلفتم,1
خلف,اخلفنا,1
خلف,تخلفه,1
خلف,ليستخلفنهم,1
خلف,استخلف,1
خلف,يخالفون,1
خلف,خلفة,1
خلف,يخلفه,1
خلف,خلفكم,1
خلف,اختلفتم,1
خلف,يخلفون,1
خلف,للمخلفين,1
خلف,مستخلفين,1
خلف,مختلفون,1
سفك,ويسفك,1
سفك,تسفكون,1
دمو,الدما,1
دمو,دماكم,1
دمو,والدم,4
دمو,دما,1
دمو,بدم,1
دمو,ودم,1
دمو,دماؤها,1
سبح,نسبح,1
سبح,سبحنك,9
سبح,سبحنه,14
سبح,وسبح,6
سبح,ويسبحونه,1
سبح,وسبحن,2
سبح,ويسبح,1
سبح,فسبح,6
سبح,سبحن,12
سبح,تسبح,1
سبح,يسبح,6
سبح,تسبيحهم,1
سبح,سبحان,1
سبح,سبحوا,1
سبح,نسبحك,1
سبح,يسبحون,7
سبح,فسبحن,3
سبح,يسبحن,2
سبح,وتسبيحه,1
سبح,وسبحوا,1
سبح,وسبحوه,1
سبح,المسبحين,1
سبح,المسبحون,1
سبح,وتسبحوه,1
سبح,فسبحه,2
سبح,سبح,4
سبح,تسبحون,1
سبح,سبحا,2
سبح,وسبحه,1
سبح,والسبحت,1
قدس,ونقدس,1
قدس,القدس,4
قدس,المقدسة,1
قدس,المقدس,2
قدس,القدوس,2
أدم,ادم,15
أدم,يـادم,4
أدم,لادم,5
أدم,ويـادم,1
عرض,عرضهم,1
عرض,معرضون,14
عرض,عرضة,1
عرض,عرضتم,1
عرض,عرضها,2
عرض,فاعرضوا,3
عرض,فاعرض,7
عرض,عرض,6
عرض,اعراضا,1
عرض,تعرضوا,1
عرض,اعرض,8
عرض,تعرض,1
عرض,معرضين,5
عرض,اعراضهم,1
عرض,واعرض,4
عرض,عرضا,2
عرض,لتعرضوا,1
عرض,يعرضون,3
عرض,تعرضن,1
عرض,اعرضتم,1
عرض,وعرضوا,1
عرض,وعرضنا,1
عرض,اعرضوا,3
عرض,عرضنا,1
عرض,عريض,1
عرض,يعرض,3
عرض,عارضا,1
عرض,عارض,1
عرض,يعرضوا,1
عرض,كعرض,1
